name,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,rank,state_name,early_career_pay,mid_career_pay,make_world_better_percent,stem_percent,Women,American Indian / Alaska Native,Asian,Black,Hispanic,Native Hawaiian / Pacific Islander,White,Two Or More Races,Unknown,Non-Resident Foreign,Total Minority,total_enrollment
Erskine College,Yes,659,557,167,47,74,532,35,10485,3840,475,1246,76,80,13.5,47,7527,67,12,South Carolina,43500,78000,57.0,28,0.4355909694555113,0.0039840637450199,0.0079681274900398,0.1660026560424966,0.0292164674634794,0.0,0.6082337317397079,0.0,0.1845949535192563,0.0,0.2071713147410358,753.0
Fairfield University,Yes,4784,3346,781,30,66,2984,1037,15000,6200,700,1100,86,90,15.1,30,11220,94,4,Connecticut,62300,116900,41.0,17,0.6014054265079055,0.0005855943782939,0.0220573882490728,0.0267421432754245,0.0687097403864922,0.0009759906304899,0.6982236970525083,0.0130782744485652,0.1032598087058364,0.0663673628733164,0.1321491313683388,5123.0
Ferrum College,Yes,1339,1107,336,12,36,1051,82,9400,4200,500,1600,53,58,12.5,9,7967,22,25,Virginia,43000,80600,54.0,6,0.4720882150241213,0.0041350792556857,0.0055134390075809,0.3004824259131633,0.0530668504479669,0.0020675396278428,0.5478980013783598,0.0475534114403859,0.0296347346657477,0.0096485182632667,0.4128187456926258,1451.0
Florida Institute of Technology,Yes,1947,1580,523,39,74,1863,233,13900,4140,750,1500,90,90,10.6,7,8923,57,3,Florida,58300,105400,53.0,48,0.3300484905365243,0.0043797903957453,0.027217268887846,0.0833724386047239,0.0561551697168778,0.0026591584545596,0.3763491318629751,0.0151728452995463,0.0836852807758485,0.351008916001877,0.1889566713592992,6393.0
Florida International University,No,3306,2079,1071,42,89,10208,9310,6597,2494,800,3028,81,96,13.9,20,6722,66,13,Florida,49600,90100,51.0,16,0.5595041322314049,0.0008466035073573,0.028905462608345,0.1204797419875025,0.6291271920983673,0.0011489619028421,0.1145535174360008,0.0210038298730094,0.0109856883692803,0.0729490022172949,0.801511791977424,49610.0
Florida State University,No,11651,8683,3023,50,90,18906,3242,6680,4060,600,1020,80,89,23.1,15,7250,58,8,Florida,50800,92700,49.0,18,0.549289283461893,0.0028137583078639,0.0249599767137243,0.0819143259108329,0.1599476058797846,0.0014311356910687,0.6419735118614467,0.0257846989763741,0.0156939795274826,0.0454810071314219,0.2968515014796488,41226.0
Fordham University,Yes,4200,2874,942,30,55,4740,1646,14235,6965,600,1735,86,97,14.4,14,10864,80,17,New York,58700,112500,38.0,10,0.5845315475018056,0.0011818002757533,0.0764230844987197,0.062963692469306,0.1233668176744796,0.0009848335631278,0.549208850370954,0.0275753397675792,0.033418685575471,0.124876895804609,0.2924955682489659,15231.0
Fort Lewis College,No,3440,2823,1123,16,35,3793,486,6198,3320,500,2500,89,97,19.1,6,4362,46,13,Colorado,48300,82600,55.0,19,0.4869427591664468,0.2339752044315484,0.00633078343445,0.0081772619361646,0.1023476655236085,0.0021102611448166,0.5447111580058032,0.059878659984173,0.028488525455025,0.0139804800844104,0.4128198364547613,3791.0
Francis Marion University,No,1801,1655,819,13,38,3224,436,5840,3138,400,2430,76,76,19.1,8,5039,43,13,South Carolina,42900,77600,58.0,18,0.702079107505071,0.002789046653144,0.0119168356997971,0.4508113590263691,0.0141987829614604,0.0005070993914807,0.4827586206896552,0.0096348884381338,0.0114097363083164,0.015973630831643,0.4898580121703854,3944.0
Franklin College,Yes,804,632,281,29,72,840,68,10390,4040,525,1345,54,78,12.5,37,11751,60,16,Indiana,48900,86200,45.0,21,,,,,,,,,,,,
Freed-Hardeman University,Yes,895,548,314,20,54,1174,50,5500,3340,600,1600,68,76,16.1,13,6078,62,20,Tennessee,43700,78200,54.0,9,0.5843599357257633,0.0021424745581146,0.0053561863952865,0.1231922870915907,0.0203535083020889,0.0,0.7032672737011249,0.0149973219068023,0.1130155329405463,0.0176754151044456,0.1660417782538832,1867.0
George Mason University,No,5653,4326,1727,17,29,9528,3822,10800,4840,580,1050,93,96,19.3,7,6751,46,8,Virginia,58900,105700,48.0,23,0.5373121053099706,0.0021346615671973,0.1482700346882504,0.0934803877968513,0.1013964244418749,0.0036170654333066,0.4853686738415014,0.0358445254825224,0.0665599335883068,0.0633282931601885,0.3847430994100033,33729.0
Georgetown College,Yes,727,693,286,30,55,1063,48,8100,3950,550,550,73,76,13.3,28,7508,55,9,Kentucky,45000,81900,54.0,10,0.595879556259905,0.002377179080824,0.0087163232963549,0.0832012678288431,0.0301109350237717,0.0,0.8129952456418383,0.0269413629160063,0.0213946117274167,0.0142630744849445,0.1513470681458003,1262.0
Georgia Institute of Technology,No,7837,4527,2276,89,99,8528,654,6489,4438,795,1164,92,92,19.3,33,11271,70,1,Georgia,72700,133400,48.0,80,0.3015708165649747,0.0006923709377298,0.1550478168678869,0.0561685923233372,0.0558224068544722,0.0007789173049461,0.4800726989484616,0.0295555844043446,0.0076160803150287,0.2142455320437924,0.2980656886927171,23109.0
Georgia State University,No,3793,2341,1238,9,24,7732,9054,6744,2655,720,3450,87,89,19.0,10,7762,34,7,Georgia,50600,90800,47.0,18,0.5899987713478314,0.0019044108612851,0.1040054060695417,0.3647561125445386,0.0814289224720481,0.0008293402137854,0.3313674898636196,0.0410062661260597,0.0284432977024204,0.046258754146701,0.5939304582872589,32556.0
Gettysburg College,Yes,3596,2466,575,42,78,1944,46,19964,4328,500,500,94,95,12.1,32,14720,83,12,Pennsylvania,58400,109300,39.0,24,0.5247241520228851,0.0004086636697997,0.0183898651409889,0.0355537392725786,0.0461789946873722,0.0,0.8005721291377197,0.0286064568859828,0.0326930935839803,0.0375970576215774,0.1291377196567225,2447.0
Gonzaga University,Yes,1886,1524,526,31,67,2523,296,13000,4450,600,2400,78,90,14.7,32,9553,69,4,Washington,57800,107600,51.0,19,0.5644722524483133,0.007752992383025,0.0393090315560391,0.0161860718171926,0.0763057671381936,0.0036724700761697,0.6979053318824809,0.0417573449401523,0.0571273122959738,0.0599836779107725,0.1849836779107725,7352.0
Goucher College,Yes,1151,813,248,40,64,850,80,15588,6174,500,1200,78,90,9.2,34,16623,77,17,Maryland,49400,90600,42.0,11,0.7084905660377359,0.0023584905660377,0.025943396226415,0.1028301886792452,0.0646226415094339,0.0004716981132075,0.5754716981132075,0.0292452830188679,0.1872641509433962,0.0117924528301886,0.2254716981132075,2120.0
Green Mountain College,Yes,780,628,198,7,20,545,42,11750,2700,400,850,77,83,14.0,24,6475,76,12,Vermont,42000,75200,57.0,2,0.5726290516206483,0.0096038415366146,0.0084033613445378,0.0408163265306122,0.0336134453781512,0.0,0.6134453781512605,0.0108043217286914,0.2617046818727491,0.0216086434573829,0.1032412965186074,833.0
Grinnell College,Yes,2039,1389,432,56,91,1333,30,15688,4618,400,400,88,92,9.5,54,18979,83,4,Iowa,53400,96500,49.0,41,0.5461361014994233,0.0017301038062283,0.0738177623990772,0.0576701268742791,0.077277970011534,0.0,0.5790080738177624,0.0426758938869665,0.0363321799307958,0.1314878892733564,0.2531718569780853,1734.0
Grove City College,Yes,2491,1110,573,57,88,2213,35,5224,3048,525,350,65,65,18.4,18,4957,100,24,Pennsylvania,54400,98400,53.0,29,,,,,,,,,,,,
Gustavus Adolphus College,Yes,1709,1385,634,36,72,2281,50,14125,3600,400,700,79,89,12.5,58,9907,80,7,Minnesota,51200,96800,47.0,22,0.5421245421245421,0.0008140008140008,0.0394790394790394,0.0187220187220187,0.0329670329670329,0.0004070004070004,0.8441188441188441,0.035002035002035,0.002035002035002,0.0264550264550264,0.1273911273911274,2457.0
Hamilton College,Yes,3140,1783,454,40,82,1646,24,19700,5050,300,800,91,96,9.6,60,17761,91,23,New York,62600,108100,45.0,25,,,,,,,,,,,,
Hamline University,Yes,1006,825,328,34,73,1362,102,13252,4194,450,550,89,93,13.0,33,10296,65,14,Minnesota,48100,90400,52.0,5,0.619825464309689,0.005594092638174,0.0402774669948534,0.042515104050123,0.0402774669948534,0.0011188185276348,0.5045871559633027,0.0293130454240322,0.3186395166703961,0.0176773327366301,0.159095994629671,4469.0
Hampden-Sydney College,Yes,817,644,307,20,40,945,1,13218,4773,660,600,95,97,13.3,53,12263,69,6,Virginia,58300,108600,52.0,20,0.0018099547511312,0.004524886877828,0.0180995475113122,0.0769230769230769,0.020814479638009,0.0,0.816289592760181,0.0542986425339366,0.0081447963800904,0.0009049773755656,0.1746606334841628,1105.0
Hampton University,Yes,7178,3755,1433,25,63,4623,740,7161,3518,600,2000,60,64,14.0,9,6791,70,13,Virginia,52700,92600,61.0,12,0.6505804689278397,0.0013658092419758,0.0161620760300478,0.8925563396312315,0.0113817436831322,0.0,0.0644206692465285,0.0002276348736626,0.0,0.0138857272934213,0.92169360346005,4393.0
Hanover College,Yes,1006,837,317,33,65,1024,15,8200,3485,500,1200,84,84,10.6,26,9248,64,18,Indiana,47500,85100,53.0,24,0.5790393013100437,0.0061135371179039,0.0139737991266375,0.0480349344978165,0.022707423580786,0.0,0.8104803493449781,0.0183406113537117,0.0253275109170305,0.0550218340611353,0.1091703056768559,1145.0
Harding University,Yes,1721,1068,806,35,75,3128,213,5504,3528,700,910,71,77,17.7,37,6466,73,4,Arkansas,49200,88600,47.0,10,0.5730318534411619,0.007592011883149,0.0141937613467568,0.0500082521868295,0.026076910381251,0.0001650437365901,0.8271992077900644,0.014358805083347,0.0046212246245254,0.0557847829674863,0.1123947846179237,6059.0
Harvard University,Yes,13865,2165,1606,90,100,6862,320,18485,6410,500,1920,97,97,9.9,52,37219,100,2,Massachusetts,74800,146800,54.0,19,0.4851863429543954,0.0019450522732798,0.1468167135563196,0.0515786183182244,0.0786009516862908,0.0009725261366399,0.4562536903893577,0.0363307978187628,0.0611996804556979,0.1663019693654266,0.3162446597895175,28791.0
Harvey Mudd College,Yes,1377,572,178,95,100,654,5,17230,6690,700,900,100,100,8.2,46,21569,100,1,California,88800,158200,55.0,85,0.4639303482587065,0.0049751243781094,0.2077114427860696,0.0161691542288557,0.099502487562189,0.0,0.4378109452736318,0.0621890547263681,0.044776119402985,0.126865671641791,0.390547263681592,804.0
Hastings College,Yes,817,708,262,22,52,935,37,9376,3272,500,1902,57,63,13.0,17,7335,52,8,Nebraska,48600,87100,55.0,14,0.4876237623762376,0.0049504950495049,0.0132013201320132,0.0338283828382838,0.0552805280528052,0.0033003300330033,0.8333333333333334,0.0272277227722772,0.0107260726072607,0.0181518151815181,0.1377887788778878,1212.0
Hendrix College,Yes,823,721,274,52,87,954,6,8800,3195,500,1200,82,99,13.1,26,8588,63,2,Arkansas,48100,90300,58.0,33,0.5493372606774669,0.01620029455081,0.056701030927835,0.0478645066273932,0.0478645066273932,0.0007363770250368,0.7636229749631811,0.0066273932253313,0.0044182621502209,0.0559646539027982,0.1759941089837997,1358.0
Hofstra University,Yes,7428,5860,1349,25,63,6534,1350,11600,5920,1000,1000,81,90,13.9,10,10093,60,18,New York,57300,110400,38.0,7,0.5604857116771661,0.0028302748105541,0.081530174381448,0.0829909613804437,0.1144891810462886,0.007121336620104,0.5399433945037889,0.0180772391125718,0.055144709212088,0.0978727289327125,0.3070391673514105,10953.0
Hood College,Yes,699,565,176,36,64,710,399,13960,6040,450,690,82,88,14.4,34,12434,72,25,Maryland,47900,82600,49.0,32,0.6350951374207188,0.0004228329809725,0.0329809725158562,0.1078224101479915,0.0583509513742071,0.0,0.6634249471458774,0.0308668076109936,0.0405919661733615,0.0655391120507399,0.2304439746300211,2365.0
Hope College,Yes,1712,1483,624,37,69,2505,208,12275,4341,465,1100,72,81,12.5,40,9284,72,14,Michigan,49200,90900,51.0,18,0.6034732272069464,0.0008683068017366,0.015629522431259,0.024602026049204,0.0746743849493487,0.0,0.8280752532561505,0.0193921852387843,0.0121562952243125,0.024602026049204,0.1351664254703328,3455.0
Huntingdon College,Yes,608,520,127,26,47,538,126,8080,3920,500,1100,63,72,11.4,9,7703,44,14,Alabama,42400,78900,69.0,14,0.493103448275862,0.0120689655172413,0.0077586206896551,0.1974137931034482,0.025,0.0017241379310344,0.6362068965517241,0.0258620689655172,0.0870689655172413,0.0068965517241379,0.2698275862068965,1160.0
Illinois Institute of Technology,Yes,1756,1360,478,42,77,1911,626,14550,4620,500,700,80,88,12.3,26,12851,56,1,Illinois,64600,118500,47.0,64,0.3556596606735882,0.0015193719929095,0.0629273233730058,0.0369713851608002,0.0759685996454798,0.001645986325652,0.2525955938212205,0.0091162319574575,0.0759685996454798,0.4832869080779944,0.1881488984553051,7898.0
Illinois State University,No,8681,6695,2408,10,35,15701,1823,7799,3403,537,2605,77,84,21.0,16,5569,54,16,Illinois,51200,95000,47.0,10,0.5602231384913897,0.0011642008246422,0.0210526315789473,0.070531166626243,0.0829978171234537,0.0008731506184816,0.7745816153286442,0.0231869997574581,0.0049963618724229,0.0206160562697065,0.1998059665292263,20615.0
Illinois Wesleyan University,Yes,3050,1342,471,55,86,1818,23,14360,4090,400,650,77,92,12.9,34,9605,83,12,Illinois,53100,96000,44.0,18,0.5631273111463285,0.0026413100898045,0.0433174854727945,0.045958795562599,0.0676175382989963,0.0005282620179609,0.7062863180137348,0.022715266772319,0.0290544109878499,0.0818806127839408,0.1827786582144743,1893.0
Indiana State University,No,5659,4761,3147,10,31,8596,1949,6892,3706,600,2500,72,76,16.6,8,6996,40,17,Indiana,47900,85600,55.0,8,0.5507092467571872,0.0027307896533414,0.0135780929985587,0.166805734658272,0.0299628309186072,0.0006068421451869,0.6632026094212243,0.0283698702874914,0.0190396723052416,0.0757035576120761,0.2420541606614579,13183.0
Indiana University at Bloomington,No,16587,13243,5873,25,72,24763,2717,9766,3990,600,2000,77,88,21.3,24,8686,68,9,Indiana,53600,97100,47.0,16,0.5023483281627025,0.0011849362288865,0.0432609445018958,0.0386504653567735,0.0442950706652878,0.0004739744915546,0.6946311616683902,0.0303990003447087,0.0115046535677352,0.1355997931747673,0.1582643915891072,46416.0
Iowa State University,No,8427,7424,3441,26,59,18676,1715,7550,3224,640,2055,81,88,19.2,22,8420,65,1,Iowa,56100,101300,48.0,31,0.4398141425874837,0.0023232176564541,0.0272978074633367,0.0258748366487585,0.0421373602439378,0.0009002468418759,0.7214462029911427,0.0195150283142151,0.0449252214316828,0.1155800784085959,0.1180484971685784,34435.0
James Madison University,No,11223,5285,2082,32,72,9652,742,7994,4544,500,732,77,81,17.9,29,5212,98,9,Virginia,57400,102600,42.0,12,0.5959242387916567,0.0014864540877487,0.0426276672260848,0.0413809637976504,0.0500119875329657,0.0018700551426516,0.7724766243107168,0.0339966434907696,0.0324142891392951,0.023735315272117,0.171373771277871,20855.0
John Brown University,Yes,605,405,284,24,53,961,99,6398,3672,400,1350,68,68,13.3,19,8118,75,5,Arkansas,47000,82700,53.0,9,0.5803508771929825,0.0178947368421052,0.0119298245614035,0.0378947368421052,0.0533333333333333,0.0010526315789473,0.7652631578947369,0.0361403508771929,0.0385964912280701,0.0378947368421052,0.1582456140350877,2850.0
John Carroll University,Yes,2421,2109,820,27,57,3168,392,11700,5550,600,450,89,90,14.5,28,7738,89,11,Ohio,51600,97300,39.0,16,0.5070498915401301,0.0005422993492407,0.0168112798264642,0.0504338394793926,0.0298264642082429,0.0,0.8381236442516269,0.02087852494577,0.0200650759219088,0.0233188720173535,0.1184924078091106,3688.0
Johns Hopkins University,Yes,8474,3446,911,75,94,3566,1569,18800,6740,500,1040,96,97,3.3,38,56233,90,3,Maryland,67200,117100,57.0,31,0.5197922515440764,0.0016376567471457,0.1365805727119595,0.0663952835485682,0.0700917087778401,0.001263335204941,0.4761370016844469,0.03228523301516,0.0392101815459479,0.1763990267639902,0.3082537900056148,21372.0
Johnson State College,No,833,669,279,3,13,1224,345,7656,4690,500,624,80,91,14.4,15,6564,36,14,Vermont,39500,72100,46.0,2,0.6602603843769373,0.0092994420334779,0.0099194048357098,0.0216986980781153,0.0235585864848109,0.0024798512089274,0.8406695598264105,0.0216986980781153,0.0650960942343459,0.0055796652200867,0.0886546807191568,1613.0
Judson College,Yes,313,228,137,10,30,552,67,9414,4554,500,1700,34,55,10.6,30,7840,56,23,Alabama,37900,67600,65.0,13,,,,,,,,,,,,
Kansas State University,No,5880,4075,2833,25,55,14914,2246,6995,3120,600,2000,76,86,18.5,22,6122,54,2,Kansas,52500,97200,51.0,18,0.4932568844383428,0.0037955261245255,0.015383994185577,0.0385205523701849,0.0572962933053379,0.0014536057498182,0.7489703625938787,0.0280626665589921,0.0157877735605265,0.0907292255511588,0.1445126382944359,24766.0
Kansas Wesleyan University,Yes,589,575,148,16,40,474,258,8400,3250,500,1400,63,55,12.4,14,6535,68,15,Kansas,44700,79400,61.0,10,0.5408450704225352,0.0056338028169014,0.0112676056338028,0.0605633802816901,0.1253521126760563,0.0028169014084507,0.7253521126760564,0.0197183098591549,0.0140845070422535,0.0352112676056338,0.2253521126760563,710.0
Keene State College,No,3121,2446,822,5,19,3480,776,7870,4157,500,1150,73,73,16.1,13,6195,61,10,New Hampshire,48900,83600,49.0,8,0.571111559410934,0.0028242888844058,0.0112971555376235,0.0096832761751059,0.0314706475690942,0.0004034698406294,0.8376033891466613,0.0195682872705265,0.0867460157353237,0.0004034698406294,0.0752471252773855,4957.0
Kentucky Wesleyan College,Yes,584,497,175,20,49,662,121,8000,4150,500,1300,57,65,11.3,32,7058,62,14,Kentucky,42100,76800,65.0,14,0.459802538787024,0.001410437235543,0.004231311706629,0.1438645980253878,0.0169252468265162,0.0,0.6812411847672779,0.0,0.1452750352609308,0.007052186177715,0.1664315937940761,709.0
Kenyon College,Yes,2212,1538,408,44,75,1445,1,19240,3690,750,480,95,95,11.1,46,14067,88,7,Ohio,55000,103800,50.0,17,0.54632972322503,0.0054151624548736,0.0523465703971119,0.0348977135980746,0.0601684717208182,0.0,0.7358604091456077,0.0354993983152827,0.0300842358604091,0.0457280385078219,0.1883273164861612,1662.0
Knox College,Yes,1040,845,286,48,77,967,24,15747,4062,400,800,88,95,12.7,33,13224,79,15,Illinois,50600,95400,45.0,24,0.5811293781272338,0.0021443888491779,0.0550393137955682,0.078627591136526,0.1250893495353824,0.0,0.5310936383130808,0.0400285918513223,0.0400285918513223,0.1279485346676197,0.3009292351679771,1399.0
La Salle University,Yes,2929,1834,622,20,56,2738,1662,12600,5610,450,3160,90,90,15.1,9,9084,84,15,Pennsylvania,55800,104800,40.0,5,0.6598846523550144,0.0025632809996795,0.0458186478692726,0.1727010573534123,0.0740147388657481,0.0011214354373598,0.5639218199295097,0.055911566805511,0.0565523870554309,0.0273950656840756,0.3521307273309836,6242.0
Lafayette College,Yes,4010,2402,572,36,59,2018,226,18730,5740,600,1000,93,96,10.5,38,15365,92,6,Pennsylvania,66500,122500,37.0,47,0.4686376348381941,0.0011985617259288,0.0323611666000799,0.0471434278865361,0.0663204155013983,0.0003995205753096,0.6823811426288454,0.0211745904914103,0.0707151418298042,0.0783060327606871,0.1685976827806632,2503.0
Lake Forest College,Yes,979,638,271,31,70,968,20,16880,3970,920,1320,91,94,10.7,19,15687,77,9,Illinois,55400,102600,46.0,21,0.5744157441574416,0.002460024600246,0.0498154981549815,0.066420664206642,0.1494464944649446,0.0,0.5787207872078721,0.0350553505535055,0.027060270602706,0.0910209102091021,0.3031980319803198,1626.0
Lamar University,No,2336,1725,1043,10,27,5438,4058,4752,3040,508,1463,48,82,18.4,12,5879,26,13,Texas,53300,101200,57.0,16,0.606310842564619,0.0036925142665323,0.0320913058073178,0.2371265525344075,0.1389728096676737,0.0006713662302786,0.4831151393084927,0.0173212487411883,0.0164484726418261,0.0705605908022826,0.4298757972473984,14895.0
Lander University,No,1166,1009,510,9,33,2074,341,4938,2987,528,1702,67,77,17.0,11,6119,51,15,South Carolina,42600,77100,54.0,9,0.6889128094725512,0.0014352350197344,0.015069967707212,0.3078579117330463,0.0129171151776103,0.0007176175098672,0.5834230355220668,0.0197344815213491,0.0459275206315034,0.0129171151776103,0.3577323286688195,2787.0
Lawrence University,Yes,1243,947,324,50,77,1129,74,17163,3891,525,975,76,92,10.1,57,13965,77,5,Wisconsin,51500,98800,58.0,25,0.5446724023825281,0.0052945069490403,0.0397088021178027,0.0337524818001323,0.0661813368630046,0.0,0.7068166776968895,0.0390469887491727,0.0046326935804103,0.1045665122435473,0.1839841164791529,1511.0
Lehigh University,Yes,6397,4304,1092,40,84,4298,132,18700,5580,750,1130,96,99,12.5,43,14665,91,2,Pennsylvania,69500,134100,45.0,52,0.446551481949712,0.0009832841691248,0.0672847310015451,0.0335721309172636,0.0667228543334738,0.0001404691670178,0.6052816406798708,0.0195252142154797,0.0509903076274757,0.1554993678887484,0.188228683803905,7119.0
LeTourneau University,Yes,477,417,204,29,54,1532,77,8840,4240,600,1400,58,70,20.8,23,6863,56,18,Texas,56600,98900,53.0,21,0.5148106486689163,0.0037495313085864,0.0104986876640419,0.1042369703787026,0.0851143607049118,0.0007499062617172,0.5826771653543307,0.0371203599550056,0.1323584551931008,0.0434945631796025,0.2414698162729658,2667.0
Lewis University,Yes,1154,1050,395,12,31,2192,1423,10560,4520,500,1200,36,48,14.3,10,7701,61,25,Illinois,49700,89800,53.0,14,0.5993422036178802,0.0011959934220361,0.0304978322619225,0.0911944984302586,0.1559276423979668,0.0020929884885633,0.6429959635222007,0.0222753774854238,0.0399162804604574,0.0139034235311705,0.3031843324861713,6689.0
Loras College,Yes,1641,1283,527,20,39,1663,170,11200,4000,500,1200,61,62,14.2,24,7578,70,7,Iowa,48000,90100,56.0,14,0.4792861695347355,0.0006373486297004,0.0082855321861058,0.0248565965583174,0.0567240280433397,0.0012746972594008,0.8317399617590823,0.0140216698534098,0.0446144040790312,0.0178457616316124,0.105799872530274,1569.0
Louisiana College,Yes,2013,1053,212,33,61,912,158,5150,3036,500,1655,64,74,10.5,11,7547,59,17,Louisiana,44800,79800,58.0,4,0.5326433121019108,0.0079617834394904,0.0095541401273885,0.2229299363057325,0.0318471337579617,0.000796178343949,0.6210191082802548,0.0095541401273885,0.0406050955414012,0.0557324840764331,0.2826433121019108,1256.0
Louisiana Tech University,No,2397,2144,1525,22,45,6720,1822,3957,2325,618,1656,66,77,20.0,13,4546,45,3,Louisiana,53100,100700,57.0,24,0.4882850779510022,0.0038307349665924,0.0116703786191536,0.1283741648106904,0.0109576837416481,0.0014253897550111,0.6920267260579065,0.0169265033407572,0.0837416481069042,0.0510467706013363,0.173184855233853,11225.0
Loyola Marymount University,Yes,3768,2662,753,42,64,3558,436,13592,5916,545,1328,84,88,14.2,10,11677,84,18,California,58500,113300,39.0,9,0.5841303205465055,0.0018917498686284,0.1107724645296899,0.0614818707304256,0.2301629006831319,0.0008407777193904,0.4465580662112454,0.0647398843930635,0.0124014713610089,0.0711508145034156,0.46988964792433,9515.0
Loyola University Chicago,Yes,3579,2959,868,25,55,5244,3417,11500,5330,700,2000,94,95,6.2,15,13009,65,12,Illinois,53400,96000,45.0,15,0.6423720286756383,0.0009432775751477,0.0911206137592755,0.0578543579423971,0.112753112815998,0.0020752106653251,0.6103634762922903,0.0453402087787699,0.0276065903659917,0.0519431518048044,0.3100867815369136,15902.0
Luther College,Yes,1549,1392,587,38,72,2269,85,13240,3560,600,400,73,85,13.8,38,8949,77,14,Iowa,48200,85900,49.0,21,0.5618448637316562,0.0033542976939203,0.0163522012578616,0.0142557651991614,0.0335429769392033,0.0,0.8444444444444444,0.020545073375262,0.0062893081761006,0.0612159329140461,0.0880503144654088,2385.0
Lynchburg College,Yes,1756,1500,366,3,21,1524,280,12450,5400,450,870,62,66,12.4,24,8832,70,15,Virginia,47700,89100,54.0,11,0.6187865497076024,0.0051169590643274,0.0105994152046783,0.106359649122807,0.0398391812865497,0.0021929824561403,0.7039473684210527,0.0307017543859649,0.0767543859649122,0.0244883040935672,0.1948099415204678,2736.0
Lyndon State College,No,535,502,223,6,20,959,150,7320,4640,500,600,48,65,12.6,15,7114,51,13,Vermont,41500,75100,49.0,8,0.4286713286713287,0.009090909090909,0.0076923076923076,0.0342657342657342,0.0335664335664335,0.0006993006993006,0.8398601398601399,0.0195804195804195,0.0475524475524475,0.0076923076923076,0.1048951048951049,1430.0
Macalester College,Yes,2939,1496,452,56,86,1723,113,15909,4772,500,700,85,91,11.9,37,14213,77,6,Minnesota,53600,100400,51.0,31,0.6054027978774723,0.0004823926676314,0.0704293294741919,0.0236372407139411,0.0593342981186685,0.0004823926676314,0.6565364206464062,0.0535455861070911,0.0,0.135552339604438,0.2079112397491558,2073.0
Manhattan College,Yes,2432,1730,563,20,63,2578,254,12370,6800,500,1800,92,92,13.6,25,10062,79,12,New York,64000,125700,46.0,40,0.4511335012594458,0.0017632241813602,0.0380352644836272,0.0347607052896725,0.1765743073047859,0.0,0.5342569269521411,0.0181360201511335,0.1624685138539043,0.0340050377833753,0.2692695214105793,3970.0
Marietta College,Yes,1611,960,342,27,60,1089,210,13850,3920,470,810,80,97,13.2,30,10223,96,15,Ohio,51200,94300,57.0,45,0.4286666666666666,0.0013333333333333,0.0133333333333333,0.046,0.0253333333333333,0.0,0.7313333333333333,0.0213333333333333,0.056,0.1053333333333333,0.1073333333333333,1500.0
Marquette University,Yes,5152,4600,1685,36,71,7016,804,11610,4760,600,1950,86,94,13.5,25,9982,77,2,Wisconsin,57800,105900,52.0,25,0.5250744997871435,0.0024691358024691,0.0448701575138356,0.0394210302256279,0.0808854831843337,0.0009365687526607,0.7113665389527458,0.0280119199659429,0.0406130268199233,0.0514261387824606,0.1965942954448701,11745.0
Marshall University,Yes,4226,3666,2007,14,60,7703,2339,5094,4010,700,1560,77,86,16.6,10,6203,50,9,West Virginia,45000,79700,50.0,12,0.5853822584261266,0.003512443016217,0.0117330543307675,0.0551528286376205,0.017263283760556,0.0007473283013227,0.8181750242881698,0.0200283984754502,0.0416261863836783,0.0317614528062177,0.108437336521934,13381.0
Marymount University,Yes,941,772,214,10,30,1247,776,11390,5280,500,750,77,82,10.6,17,8575,55,12,Virginia,52300,93100,44.0,15,0.6832316187154897,0.004940424295263,0.079628015111886,0.1453065969195001,0.1310665504213891,0.004940424295263,0.4713746004068584,0.031676838128451,0.039232781168265,0.091833769253124,0.3975588491717524,3441.0
Maryville College,Yes,1464,888,176,26,52,624,128,11200,4208,500,1642,80,90,11.1,43,8317,51,24,Tennessee,42800,75300,68.0,16,0.5408079142621599,0.0074196207749381,0.0115416323165704,0.1112943116240725,0.0280296784830997,0.0016488046166529,0.7840065952184666,0.0263808738664468,0.0049464138499587,0.0247320692497939,0.1863149216817807,1213.0
Massachusetts Institute of Technology,Yes,6411,2140,1078,96,99,4481,28,20100,5975,725,1600,99,99,10.1,35,33541,94,1,Massachusetts,86300,155200,52.0,69,0.3733545366198427,0.0015902464882056,0.1618517536884884,0.0303913773301528,0.096033218482198,8.834702712253733e-05,0.3311246576552699,0.0366640162558529,0.0505344995140913,0.2917218835586183,0.3266189592720205,11319.0
Mayville State University,No,233,233,153,5,12,658,58,4486,2516,600,1900,68,68,15.7,11,6971,51,4,North Dakota,43700,81300,44.0,10,0.5642923219241444,0.0175763182238667,0.001850138760407,0.064754856614246,0.0471785383903792,0.0046253469010175,0.8020351526364478,0.0296022201665124,0.005550416281221,0.0268270120259019,0.1655874190564292,1081.0
McPherson College,Yes,420,293,93,11,32,336,80,7950,3750,600,2740,54,54,9.8,45,9754,48,14,Kansas,44500,80900,59.0,9,0.4006069802731411,0.0030349013657056,0.0060698027314112,0.1244309559939302,0.1122913505311077,0.0060698027314112,0.6919575113808801,0.0273141122913505,0.0045523520485584,0.0242792109256449,0.2792109256449165,659.0
